date,product,store,demand,is_promotion,unit_cost,selling_price,holding_cost_per_unit,stockout_cost_per_unit,temperature,is_weekend,is_holiday
2023-12-30,Electronics,Store_A,85,0,150,238.41,3.0,22.5,20.7,1,1
2023-12-31,Electronics,Store_A,84,0,150,248.73,3.0,22.5,16.3,1,1
2022-01-01,Electronics,Store_B,38,0,150,213.11,3.0,22.5,17.2,1,0
2022-01-02,Electronics,Store_B,46,0,150,233.03,3.0,22.5,20.0,1,0
2022-01-03,Electronics,Store_B,52,0,150,223.71,3.0,22.5,19.3,0,0
2022-01-04,Electronics,Store_B,63,0,150,215.4,3.0,22.5,22.8,0,0
2022-01-05,Electronics,Store_B,61,0,150,242.73,3.0,22.5,21.1,0,0
2022-01-06,Electronics,Store_B,53,0,150,247.1,3.0,22.5,19.7,0,0
2022-01-07,Electronics,Store_B,41,0,150,244.65,3.0,22.5,23.7,0,0
2022-01-08,Electronics,Store_B,45,0,150,209.08,3.0,22.5,24.3,1,0
2022-01-09,Electronics,Store_B,53,1,150,227.43,3.0,22.5,26.6,1,0
2022-01-10,Electronics,Store_B,64,1,150,236.8,3.0,22.5,24.0,0,0
2022-01-11,Electronics,Store_B,68,1,150,262.34,3.0,22.5,26.3,0,0
2022-01-12,Electronics,Store_B,66,0,150,269.71,3.0,22.5,22.2,0,0
2022-01-13,Electronics,Store_B,56,0,150,238.25,3.0,22.5,25.3,0,0
2022-01-14,Electronics,Store_B,67,1,150,255.5,3.0,22.5,21.1,0,0
2022-01-15,Electronics,Store_B,44,0,150,204.76,3.0,22.5,22.3,1,0
2022-01-16,Electronics,Store_B,64,1,150,237.46,3.0,22.5,22.3,1,0
2022-01-17,Electronics,Store_B,50,0,150,196.08,3.0,22.5,26.4,0,0
2022-01-18,Electronics,Store_B,68,0,150,197.92,3.0,22.5,26.5,0,0
2022-01-19,Electronics,Store_B,69,0,150,241.85,3.0,22.5,30.9,0,0
2022-01-20,Electronics,Store_B,66,0,150,269.3,3.0,22.5,30.3,0,0
2022-01-21,Electronics,Store_B,58,0,150,224.19,3.0,22.5,23.8,0,0
2022-01-22,Electronics,Store_B,49,0,150,264.69,3.0,22.5,26.0,1,0
2022-01-23,Electronics,Store_B,42,0,150,269.67,3.0,22.5,26.2,1,0
2022-01-24,Electronics,Store_B,61,0,150,248.63,3.0,22.5,27.7,0,0
2022-01-25,Electronics,Store_B,64,0,150,245.61,3.0,22.5,24.3,0,0
2022-01-26,Electronics,Store_B,69,0,150,207.55,3.0,22.5,26.0,0,0
2022-01-27,Electronics,Store_B,66,0,150,243.65,3.0,22.5,30.0,0,0
2022-01-28,Electronics,Store_B,55,0,150,239.95,3.0,22.5,23.9,0,0
2022-01-29,Electronics,Store_B,46,0,150,245.08,3.0,22.5,32.6,1,0
2022-01-30,Electronics,Store_B,52,0,150,247.47,3.0,22.5,31.4,1,0
2022-01-31,Electronics,Store_B,54,0,150,225.14,3.0,22.5,36.8,0,0
2022-02-01,Electronics,Store_B,59,0,150,264.1,3.0,22.5,29.5,0,0
2022-02-02,Electronics,Store_B,61,0,150,198.9,3.0,22.5,31.4,0,0
2022-02-03,Electronics,Store_B,72,1,150,240.51,3.0,22.5,27.8,0,0
2022-02-04,Electronics,Store_B,56,0,150,210.84,3.0,22.5,30.9,0,0
2022-02-05,Electronics,Store_B,49,0,150,250.31,3.0,22.5,29.3,1,0
2022-02-06,Electronics,Store_B,53,0,150,229.88,3.0,22.5,29.1,1,0
2022-02-07,Electronics,Store_B,59,0,150,200.03,3.0,22.5,27.7,0,0
2022-02-08,Electronics,Store_B,69,0,150,265.35,3.0,22.5,30.3,0,0
2022-02-09,Electronics,Store_B,80,1,150,210.81,3.0,22.5,29.0,0,0
2022-02-10,Electronics,Store_B,58,0,150,202.57,3.0,22.5,29.0,0,0
2022-02-11,Electronics,Store_B,49,0,150,254.87,3.0,22.5,28.5,0,0
2022-02-12,Electronics,Store_B,47,0,150,204.73,3.0,22.5,27.8,1,0
2022-02-13,Electronics,Store_B,58,0,150,199.69,3.0,22.5,26.9,1,0
2022-02-14,Electronics,Store_B,59,0,150,220.7,3.0,22.5,31.5,0,0
2022-02-15,Electronics,Store_B,61,0,150,237.26,3.0,22.5,30.2,0,0
2022-02-16,Electronics,Store_B,72,0,150,232.91,3.0,22.5,27.7,0,0
2022-02-17,Electronics,Store_B,60,0,150,231.59,3.0,22.5,33.4,0,0
2022-02-18,Electronics,Store_B,62,1,150,256.68,3.0,22.5,30.0,0,0
2022-02-19,Electronics,Store_B,60,1,150,249.38,3.0,22.5,24.4,1,0
2022-02-20,Electronics,Store_B,59,0,150,259.67,3.0,22.5,33.6,1,0
2022-02-21,Electronics,Store_B,67,0,150,269.21,3.0,22.5,32.1,0,0
2022-02-22,Electronics,Store_B,65,0,150,231.7,3.0,22.5,30.4,0,0
2022-02-23,Electronics,Store_B,59,0,150,257.87,3.0,22.5,27.6,0,0
2022-02-24,Electronics,Store_B,66,0,150,219.62,3.0,22.5,35.3,0,0
2022-02-25,Electronics,Store_B,57,0,150,209.73,3.0,22.5,33.4,0,0
2022-02-26,Electronics,Store_B,54,0,150,238.45,3.0,22.5,28.7,1,0
2022-02-27,Electronics,Store_B,50,0,150,236.45,3.0,22.5,34.6,1,0
2022-02-28,Electronics,Store_B,60,0,150,237.82,3.0,22.5,34.0,0,0
2022-03-01,Electronics,Store_B,68,0,150,208.71,3.0,22.5,30.7,0,0
2022-03-02,Electronics,Store_B,75,0,150,267.74,3.0,22.5,32.4,0,0
2022-03-03,Electronics,Store_B,67,0,150,254.83,3.0,22.5,30.2,0,0
2022-03-04,Electronics,Store_B,60,0,150,258.38,3.0,22.5,30.7,0,0
2022-03-05,Electronics,Store_B,56,0,150,211.54,3.0,22.5,30.4,1,0
2022-03-06,Electronics,Store_B,55,0,150,214.74,3.0,22.5,35.1,1,0
2022-03-07,Electronics,Store_B,78,1,150,242.05,3.0,22.5,34.7,0,0
2022-03-08,Electronics,Store_B,72,0,150,221.34,3.0,22.5,30.2,0,0
2022-03-09,Electronics,Store_B,90,1,150,198.0,3.0,22.5,33.7,0,0
2022-03-10,Electronics,Store_B,66,0,150,263.13,3.0,22.5,31.7,0,0
2022-03-11,Electronics,Store_B,67,0,150,206.59,3.0,22.5,33.4,0,0
2022-03-12,Electronics,Store_B,63,0,150,269.97,3.0,22.5,29.9,1,0
2022-03-13,Electronics,Store_B,62,0,150,207.8,3.0,22.5,33.1,1,0
2022-03-14,Electronics,Store_B,75,1,150,233.29,3.0,22.5,30.9,0,0
2022-03-15,Electronics,Store_B,73,0,150,232.6,3.0,22.5,37.0,0,0
2022-03-16,Electronics,Store_B,88,1,150,227.86,3.0,22.5,32.9,0,0
2022-03-17,Electronics,Store_B,63,0,150,198.72,3.0,22.5,33.6,0,0
2022-03-18,Electronics,Store_B,62,0,150,216.08,3.0,22.5,31.9,0,0
2022-03-19,Electronics,Store_B,61,0,150,224.41,3.0,22.5,33.2,1,0
2022-03-20,Electronics,Store_B,59,0,150,212.77,3.0,22.5,33.3,1,0
2022-03-21,Electronics,Store_B,68,0,150,224.05,3.0,22.5,35.1,0,0
2022-03-22,Electronics,Store_B,92,1,150,212.58,3.0,22.5,35.2,0,0
2022-03-23,Electronics,Store_B,77,0,150,214.91,3.0,22.5,35.4,0,0
2022-03-24,Electronics,Store_B,65,0,150,258.61,3.0,22.5,38.3,0,0
2022-03-25,Electronics,Store_B,63,0,150,215.81,3.0,22.5,36.5,0,0
2022-03-26,Electronics,Store_B,60,0,150,241.7,3.0,22.5,38.0,1,0
2022-03-27,Electronics,Store_B,54,0,150,200.92,3.0,22.5,31.1,1,0
2022-03-28,Electronics,Store_B,63,0,150,257.59,3.0,22.5,31.2,0,0
2022-03-29,Electronics,Store_B,72,0,150,264.65,3.0,22.5,31.5,0,0
2022-03-30,Electronics,Store_B,84,1,150,267.61,3.0,22.5,35.9,0,0
2022-03-31,Electronics,Store_B,64,0,150,230.32,3.0,22.5,35.0,0,0
2022-04-01,Electronics,Store_B,65,0,150,238.34,3.0,22.5,37.4,0,0
2022-04-02,Electronics,Store_B,58,0,150,199.17,3.0,22.5,37.1,1,0
2022-04-03,Electronics,Store_B,73,1,150,225.84,3.0,22.5,31.6,1,0
2022-04-04,Electronics,Store_B,65,0,150,246.83,3.0,22.5,36.8,0,0
2022-04-05,Electronics,Store_B,72,0,150,220.66,3.0,22.5,33.5,0,0
2022-04-06,Electronics,Store_B,77,0,150,216.6,3.0,22.5,40.1,0,0
2022-04-07,Electronics,Store_B,73,0,150,227.54,3.0,22.5,30.1,0,0
2022-04-08,Electronics,Store_B,62,0,150,262.68,3.0,22.5,31.9,0,0
2022-04-09,Electronics,Store_B,60,0,150,264.87,3.0,22.5,38.6,1,0
2022-04-10,Electronics,Store_B,66,0,150,262.38,3.0,22.5,37.3,1,0
2022-04-11,Electronics,Store_B,68,0,150,202.83,3.0,22.5,36.3,0,0
2022-04-12,Electronics,Store_B,69,0,150,268.54,3.0,22.5,34.5,0,0
2022-04-13,Electronics,Store_B,76,0,150,250.42,3.0,22.5,32.7,0,0
2022-04-14,Electronics,Store_B,84,1,150,202.74,3.0,22.5,40.9,0,0
2022-04-15,Electronics,Store_B,54,0,150,265.37,3.0,22.5,36.3,0,0
2022-04-16,Electronics,Store_B,56,0,150,221.06,3.0,22.5,35.9,1,0
2022-04-17,Electronics,Store_B,71,1,150,229.34,3.0,22.5,33.5,1,0
2022-04-18,Electronics,Store_B,60,0,150,238.32,3.0,22.5,36.3,0,0
2022-04-19,Electronics,Store_B,75,0,150,230.8,3.0,22.5,35.6,0,0
2022-04-20,Electronics,Store_B,80,0,150,219.61,3.0,22.5,32.7,0,0
2022-04-21,Electronics,Store_B,69,0,150,231.16,3.0,22.5,31.6,0,0
2022-04-22,Electronics,Store_B,59,0,150,255.63,3.0,22.5,30.1,0,0
2022-04-23,Electronics,Store_B,52,0,150,217.75,3.0,22.5,27.3,1,0
2022-04-24,Electronics,Store_B,59,0,150,197.45,3.0,22.5,39.7,1,0
2022-04-25,Electronics,Store_B,60,0,150,244.23,3.0,22.5,32.8,0,0
2022-04-26,Electronics,Store_B,80,0,150,200.13,3.0,22.5,35.2,0,0
2022-04-27,Electronics,Store_B,76,0,150,265.39,3.0,22.5,30.8,0,0
2022-04-28,Electronics,Store_B,68,0,150,236.3,3.0,22.5,31.5,0,0
2022-04-29,Electronics,Store_B,62,0,150,240.89,3.0,22.5,34.6,0,0
2022-04-30,Electronics,Store_B,53,0,150,221.62,3.0,22.5,32.3,1,0
2022-05-01,Electronics,Store_B,61,0,150,200.26,3.0,22.5,36.9,1,0
2022-05-02,Electronics,Store_B,63,0,150,257.05,3.0,22.5,31.9,0,0
2022-05-03,Electronics,Store_B,80,1,150,260.95,3.0,22.5,31.9,0,0
2022-05-04,Electronics,Store_B,74,0,150,249.86,3.0,22.5,27.9,0,0
2022-05-05,Electronics,Store_B,70,0,150,265.07,3.0,22.5,31.8,0,0
2022-05-06,Electronics,Store_B,65,0,150,225.24,3.0,22.5,36.7,0,0
2022-05-07,Electronics,Store_B,62,0,150,227.13,3.0,22.5,33.3,1,0
2022-05-08,Electronics,Store_B,54,0,150,257.47,3.0,22.5,32.9,1,0
2022-05-09,Electronics,Store_B,62,0,150,223.43,3.0,22.5,35.4,0,0
2022-05-10,Electronics,Store_B,74,0,150,231.3,3.0,22.5,30.4,0,0
2022-05-11,Electronics,Store_B,75,0,150,219.39,3.0,22.5,26.3,0,0
2022-05-12,Electronics,Store_B,86,1,150,220.94,3.0,22.5,29.4,0,0
2022-05-13,Electronics,Store_B,64,0,150,214.94,3.0,22.5,29.9,0,0
2022-05-14,Electronics,Store_B,53,0,150,244.46,3.0,22.5,30.1,1,0
2022-05-15,Electronics,Store_B,56,0,150,211.7,3.0,22.5,27.5,1,0
2022-05-16,Electronics,Store_B,53,0,150,207.02,3.0,22.5,34.5,0,0
2022-05-17,Electronics,Store_B,76,0,150,262.35,3.0,22.5,29.2,0,0
2022-05-18,Electronics,Store_B,81,1,150,196.24,3.0,22.5,29.7,0,0
2022-05-19,Electronics,Store_B,61,0,150,212.54,3.0,22.5,31.2,0,0
2022-05-20,Electronics,Store_B,68,1,150,260.13,3.0,22.5,28.5,0,0
2022-05-21,Electronics,Store_B,49,0,150,197.95,3.0,22.5,29.5,1,0
2022-05-22,Electronics,Store_B,52,0,150,238.74,3.0,22.5,29.4,1,0
2022-05-23,Electronics,Store_B,71,1,150,198.02,3.0,22.5,32.4,0,0
2022-05-24,Electronics,Store_B,70,0,150,235.81,3.0,22.5,29.0,0,0
2022-05-25,Electronics,Store_B,66,0,150,262.82,3.0,22.5,31.8,0,0
2022-05-26,Electronics,Store_B,62,0,150,226.96,3.0,22.5,29.0,0,0
2022-05-27,Electronics,Store_B,53,0,150,211.96,3.0,22.5,30.6,0,0
2022-05-28,Electronics,Store_B,42,0,150,260.3,3.0,22.5,26.6,1,0
2022-05-29,Electronics,Store_B,67,1,150,198.85,3.0,22.5,25.9,1,0
2022-05-30,Electronics,Store_B,52,0,150,224.59,3.0,22.5,25.9,0,0
2022-05-31,Electronics,Store_B,68,0,150,255.41,3.0,22.5,24.2,0,0
2022-06-01,Electronics,Store_B,68,0,150,215.11,3.0,22.5,27.0,0,0
2022-06-02,Electronics,Store_B,70,0,150,199.25,3.0,22.5,24.7,0,0
2022-06-03,Electronics,Store_B,73,1,150,209.51,3.0,22.5,24.5,0,0
2022-06-04,Electronics,Store_B,51,0,150,262.18,3.0,22.5,25.9,1,0
2022-06-05,Electronics,Store_B,48,0,150,213.04,3.0,22.5,22.3,1,0
2022-06-06,Electronics,Store_B,60,0,150,256.83,3.0,22.5,29.3,0,0
2022-06-07,Electronics,Store_B,67,0,150,222.04,3.0,22.5,24.1,0,0
2022-06-08,Electronics,Store_B,66,0,150,269.44,3.0,22.5,25.3,0,0
2022-06-09,Electronics,Store_B,64,0,150,238.34,3.0,22.5,29.0,0,0
2022-06-10,Electronics,Store_B,52,0,150,241.45,3.0,22.5,19.9,0,0
2022-06-11,Electronics,Store_B,40,0,150,237.32,3.0,22.5,22.8,1,0
2022-06-12,Electronics,Store_B,52,0,150,236.71,3.0,22.5,26.6,1,0
2022-06-13,Electronics,Store_B,59,0,150,213.98,3.0,22.5,22.5,0,0
2022-06-14,Electronics,Store_B,62,0,150,245.74,3.0,22.5,27.1,0,0
2022-06-15,Electronics,Store_B,72,0,150,238.15,3.0,22.5,27.0,0,0
2022-06-16,Electronics,Store_B,64,0,150,211.97,3.0,22.5,21.7,0,0
2022-06-17,Electronics,Store_B,54,0,150,251.03,3.0,22.5,19.8,0,0
2022-06-18,Electronics,Store_B,50,0,150,198.37,3.0,22.5,24.4,1,0
2022-06-19,Electronics,Store_B,46,0,150,264.66,3.0,22.5,16.9,1,0
2022-06-20,Electronics,Store_B,53,0,150,201.12,3.0,22.5,22.9,0,0
2022-06-21,Electronics,Store_B,63,0,150,226.98,3.0,22.5,21.9,0,0
2022-06-22,Electronics,Store_B,62,0,150,244.79,3.0,22.5,19.8,0,0
2022-06-23,Electronics,Store_B,65,0,150,232.52,3.0,22.5,28.0,0,0
2022-06-24,Electronics,Store_B,63,1,150,220.57,3.0,22.5,19.5,0,0
2022-06-25,Electronics,Store_B,39,0,150,248.6,3.0,22.5,20.8,1,0
2022-06-26,Electronics,Store_B,53,0,150,262.52,3.0,22.5,22.2,1,0
2022-06-27,Electronics,Store_B,58,0,150,265.94,3.0,22.5,24.6,0,0
2022-06-28,Electronics,Store_B,63,0,150,242.53,3.0,22.5,17.5,0,0
2022-06-29,Electronics,Store_B,67,0,150,236.74,3.0,22.5,16.9,0,0
2022-06-30,Electronics,Store_B,53,0,150,225.15,3.0,22.5,21.2,0,0
2022-07-01,Electronics,Store_B,46,0,150,195.0,3.0,22.5,21.0,0,0
2022-07-02,Electronics,Store_B,37,0,150,195.97,3.0,22.5,17.6,1,0
2022-07-03,Electronics,Store_B,46,0,150,201.38,3.0,22.5,27.9,1,0
2022-07-04,Electronics,Store_B,67,0,150,224.15,3.0,22.5,14.6,0,1
2022-07-05,Electronics,Store_B,68,0,150,202.25,3.0,22.5,17.2,0,1
2022-07-06,Electronics,Store_B,70,0,150,234.89,3.0,22.5,19.7,0,1
2022-07-07,Electronics,Store_B,63,0,150,217.93,3.0,22.5,21.6,0,1
2022-07-08,Electronics,Store_B,51,0,150,218.64,3.0,22.5,21.8,0,0
2022-07-09,Electronics,Store_B,37,0,150,238.39,3.0,22.5,19.0,1,0
2022-07-10,Electronics,Store_B,46,0,150,260.46,3.0,22.5,20.3,1,0
2022-07-11,Electronics,Store_B,52,0,150,209.0,3.0,22.5,21.9,0,0
2022-07-12,Electronics,Store_B,68,1,150,241.28,3.0,22.5,12.1,0,0
2022-07-13,Electronics,Store_B,58,0,150,267.26,3.0,22.5,16.3,0,0
2022-07-14,Electronics,Store_B,63,0,150,235.6,3.0,22.5,14.9,0,0
2022-07-15,Electronics,Store_B,61,1,150,212.53,3.0,22.5,23.4,0,0
2022-07-16,Electronics,Store_B,46,0,150,213.92,3.0,22.5,16.2,1,0
2022-07-17,Electronics,Store_B,44,0,150,255.74,3.0,22.5,16.8,1,0
2022-07-18,Electronics,Store_B,45,0,150,243.07,3.0,22.5,19.9,0,0
2022-07-19,Electronics,Store_B,58,0,150,236.73,3.0,22.5,12.8,0,0
2022-07-20,Electronics,Store_B,56,0,150,252.49,3.0,22.5,14.8,0,0
2022-07-21,Electronics,Store_B,56,0,150,224.7,3.0,22.5,11.5,0,0
2022-07-22,Electronics,Store_B,33,0,150,265.1,3.0,22.5,11.3,0,0
2022-07-23,Electronics,Store_B,38,0,150,267.7,3.0,22.5,11.6,1,0
2022-07-24,Electronics,Store_B,38,0,150,232.94,3.0,22.5,12.9,1,0
2022-07-25,Electronics,Store_B,38,0,150,225.05,3.0,22.5,12.0,0,0
2022-07-26,Electronics,Store_B,53,0,150,224.05,3.0,22.5,16.7,0,0
2022-07-27,Electronics,Store_B,63,0,150,199.61,3.0,22.5,11.3,0,0
2022-07-28,Electronics,Store_B,51,0,150,266.59,3.0,22.5,14.9,0,0
2022-07-29,Electronics,Store_B,51,0,150,238.63,3.0,22.5,11.5,0,0
2022-07-30,Electronics,Store_B,32,0,150,224.38,3.0,22.5,11.8,1,0
2022-07-31,Electronics,Store_B,34,0,150,199.39,3.0,22.5,14.7,1,0
2022-08-01,Electronics,Store_B,49,0,150,238.27,3.0,22.5,13.2,0,0
2022-08-02,Electronics,Store_B,53,0,150,200.95,3.0,22.5,16.4,0,0
2022-08-03,Electronics,Store_B,53,0,150,217.22,3.0,22.5,14.5,0,0
2022-08-04,Electronics,Store_B,47,0,150,239.68,3.0,22.5,8.4,0,0
2022-08-05,Electronics,Store_B,57,1,150,201.01,3.0,22.5,12.6,0,0
2022-08-06,Electronics,Store_B,38,0,150,253.76,3.0,22.5,12.7,1,0
2022-08-07,Electronics,Store_B,38,0,150,198.02,3.0,22.5,8.7,1,0
2022-08-08,Electronics,Store_B,54,0,150,265.2,3.0,22.5,12.6,0,0
2022-08-09,Electronics,Store_B,56,0,150,266.29,3.0,22.5,10.5,0,0
2022-08-10,Electronics,Store_B,63,1,150,204.91,3.0,22.5,13.1,0,0
2022-08-11,Electronics,Store_B,42,0,150,199.09,3.0,22.5,15.0,0,0
2022-08-12,Electronics,Store_B,37,0,150,211.22,3.0,22.5,12.6,0,0
2022-08-13,Electronics,Store_B,34,0,150,221.48,3.0,22.5,13.6,1,0
2022-08-14,Electronics,Store_B,39,0,150,242.36,3.0,22.5,10.4,1,0
2022-08-15,Electronics,Store_B,36,0,150,266.85,3.0,22.5,14.8,0,0
2022-08-16,Electronics,Store_B,44,0,150,241.92,3.0,22.5,10.9,0,0
2022-08-17,Electronics,Store_B,57,0,150,234.26,3.0,22.5,10.9,0,0
2022-08-18,Electronics,Store_B,43,0,150,228.14,3.0,22.5,9.8,0,0
2022-08-19,Electronics,Store_B,35,0,150,224.0,3.0,22.5,7.2,0,0
2022-08-20,Electronics,Store_B,45,1,150,231.25,3.0,22.5,1.2,1,0
2022-08-21,Electronics,Store_B,32,0,150,232.93,3.0,22.5,9.1,1,0
2022-08-22,Electronics,Store_B,54,1,150,237.45,3.0,22.5,6.2,0,0
2022-08-23,Electronics,Store_B,51,0,150,198.65,3.0,22.5,8.4,0,0
2022-08-24,Electronics,Store_B,71,1,150,198.42,3.0,22.5,9.8,0,0
2022-08-25,Electronics,Store_B,43,0,150,200.79,3.0,22.5,10.4,0,0
2022-08-26,Electronics,Store_B,29,0,150,221.86,3.0,22.5,8.1,0,0
2022-08-27,Electronics,Store_B,32,0,150,205.69,3.0,22.5,8.0,1,0
2022-08-28,Electronics,Store_B,29,0,150,195.31,3.0,22.5,7.8,1,0
2022-08-29,Electronics,Store_B,35,0,150,231.72,3.0,22.5,12.6,0,0
2022-08-30,Electronics,Store_B,48,0,150,249.65,3.0,22.5,8.7,0,0
2022-08-31,Electronics,Store_B,44,0,150,202.27,3.0,22.5,5.4,0,0
2022-09-01,Electronics,Store_B,46,0,150,236.02,3.0,22.5,10.0,0,0
2022-09-02,Electronics,Store_B,31,0,150,253.68,3.0,22.5,2.9,0,0
2022-09-03,Electronics,Store_B,31,0,150,257.3,3.0,22.5,5.6,1,0
2022-09-04,Electronics,Store_B,25,0,150,268.37,3.0,22.5,1.5,1,0
2022-09-05,Electronics,Store_B,37,0,150,249.82,3.0,22.5,9.7,0,0
2022-09-06,Electronics,Store_B,51,0,150,255.31,3.0,22.5,7.2,0,0
2022-09-07,Electronics,Store_B,49,0,150,205.5,3.0,22.5,5.1,0,0
2022-09-08,Electronics,Store_B,34,0,150,233.97,3.0,22.5,9.4,0,0
2022-09-09,Electronics,Store_B,36,0,150,224.7,3.0,22.5,3.6,0,0
2022-09-10,Electronics,Store_B,34,0,150,231.29,3.0,22.5,2.4,1,0
2022-09-11,Electronics,Store_B,35,0,150,238.17,3.0,22.5,0.7,1,0
2022-09-12,Electronics,Store_B,49,0,150,237.77,3.0,22.5,1.7,0,0
2022-09-13,Electronics,Store_B,51,0,150,237.29,3.0,22.5,3.8,0,0
2022-09-14,Electronics,Store_B,50,0,150,254.72,3.0,22.5,11.0,0,0
2022-09-15,Electronics,Store_B,41,0,150,204.99,3.0,22.5,12.9,0,0
2022-09-16,Electronics,Store_B,41,0,150,233.53,3.0,22.5,1.1,0,0
2022-09-17,Electronics,Store_B,28,0,150,216.42,3.0,22.5,4.7,1,0
2022-09-18,Electronics,Store_B,30,0,150,265.61,3.0,22.5,4.3,1,0
2022-09-19,Electronics,Store_B,34,0,150,241.93,3.0,22.5,5.1,0,0
2022-09-20,Electronics,Store_B,48,0,150,262.24,3.0,22.5,-2.3,0,0
2022-09-21,Electronics,Store_B,51,0,150,239.77,3.0,22.5,5.8,0,0
2022-09-22,Electronics,Store_B,48,0,150,263.48,3.0,22.5,3.9,0,0
2022-09-23,Electronics,Store_B,31,0,150,209.9,3.0,22.5,2.8,0,0
2022-09-24,Electronics,Store_B,30,0,150,239.1,3.0,22.5,-0.4,1,0
2022-09-25,Electronics,Store_B,27,0,150,201.58,3.0,22.5,5.7,1,0
2022-09-26,Electronics,Store_B,32,0,150,216.25,3.0,22.5,5.3,0,0
2022-09-27,Electronics,Store_B,51,0,150,254.9,3.0,22.5,8.6,0,0
2022-09-28,Electronics,Store_B,47,0,150,237.34,3.0,22.5,8.0,0,0
2022-09-29,Electronics,Store_B,44,0,150,269.77,3.0,22.5,5.6,0,0
2022-09-30,Electronics,Store_B,36,0,150,198.69,3.0,22.5,3.9,0,0
2022-10-01,Electronics,Store_B,27,0,150,211.55,3.0,22.5,6.4,1,0
2022-10-02,Electronics,Store_B,30,0,150,245.62,3.0,22.5,8.5,1,0
2022-10-03,Electronics,Store_B,41,0,150,218.44,3.0,22.5,7.4,0,0
2022-10-04,Electronics,Store_B,48,0,150,217.75,3.0,22.5,5.6,0,0
2022-10-05,Electronics,Store_B,51,0,150,267.42,3.0,22.5,8.2,0,0
2022-10-06,Electronics,Store_B,44,0,150,249.7,3.0,22.5,2.6,0,0
2022-10-07,Electronics,Store_B,34,0,150,218.41,3.0,22.5,0.7,0,0
2022-10-08,Electronics,Store_B,33,0,150,212.42,3.0,22.5,7.4,1,0
2022-10-09,Electronics,Store_B,27,0,150,253.75,3.0,22.5,3.2,1,0
2022-10-10,Electronics,Store_B,43,0,150,262.27,3.0,22.5,3.1,0,0
2022-10-11,Electronics,Store_B,40,0,150,199.68,3.0,22.5,1.8,0,0
2022-10-12,Electronics,Store_B,47,0,150,218.77,3.0,22.5,3.9,0,0
2022-10-13,Electronics,Store_B,41,0,150,259.4,3.0,22.5,7.5,0,0
2022-10-14,Electronics,Store_B,32,0,150,246.77,3.0,22.5,6.7,0,0
2022-10-15,Electronics,Store_B,24,0,150,232.54,3.0,22.5,9.1,1,0
2022-10-16,Electronics,Store_B,26,0,150,218.4,3.0,22.5,5.6,1,0
2022-10-17,Electronics,Store_B,38,0,150,244.67,3.0,22.5,6.6,0,0
2022-10-18,Electronics,Store_B,50,0,150,204.88,3.0,22.5,4.4,0,0
2022-10-19,Electronics,Store_B,52,0,150,213.92,3.0,22.5,9.2,0,0
2022-10-20,Electronics,Store_B,42,0,150,258.68,3.0,22.5,11.2,0,0
2022-10-21,Electronics,Store_B,36,0,150,236.17,3.0,22.5,4.9,0,0
2022-10-22,Electronics,Store_B,30,0,150,240.32,3.0,22.5,11.4,1,0
2022-10-23,Electronics,Store_B,33,0,150,248.2,3.0,22.5,7.2,1,0
2022-10-24,Electronics,Store_B,41,0,150,247.28,3.0,22.5,9.0,0,0
2022-10-25,Electronics,Store_B,49,0,150,203.44,3.0,22.5,8.1,0,0
2022-10-26,Electronics,Store_B,49,0,150,242.35,3.0,22.5,7.0,0,0
2022-10-27,Electronics,Store_B,48,0,150,224.48,3.0,22.5,4.3,0,0
2022-10-28,Electronics,Store_B,35,0,150,268.18,3.0,22.5,5.8,0,0
2022-10-29,Electronics,Store_B,25,0,150,234.04,3.0,22.5,3.0,1,0
2022-10-30,Electronics,Store_B,32,0,150,233.08,3.0,22.5,10.0,1,0
2022-10-31,Electronics,Store_B,41,0,150,239.65,3.0,22.5,5.3,0,0
2022-11-01,Electronics,Store_B,54,0,150,209.68,3.0,22.5,6.0,0,0
2022-11-02,Electronics,Store_B,46,0,150,229.35,3.0,22.5,12.7,0,0
2022-11-03,Electronics,Store_B,45,0,150,219.06,3.0,22.5,12.3,0,0
2022-11-04,Electronics,Store_B,36,0,150,264.05,3.0,22.5,7.6,0,0
2022-11-05,Electronics,Store_B,25,0,150,195.02,3.0,22.5,6.5,1,0
2022-11-06,Electronics,Store_B,35,0,150,207.59,3.0,22.5,9.9,1,0
2022-11-07,Electronics,Store_B,42,0,150,264.66,3.0,22.5,7.1,0,0
2022-11-08,Electronics,Store_B,49,0,150,221.16,3.0,22.5,5.0,0,0
2022-11-09,Electronics,Store_B,57,0,150,203.3,3.0,22.5,10.7,0,0
2022-11-10,Electronics,Store_B,58,1,150,255.18,3.0,22.5,7.1,0,0
2022-11-11,Electronics,Store_B,45,0,150,233.17,3.0,22.5,6.8,0,0
2022-11-12,Electronics,Store_B,31,0,150,269.16,3.0,22.5,13.3,1,0
2022-11-13,Electronics,Store_B,35,0,150,269.41,3.0,22.5,4.1,1,0
2022-11-14,Electronics,Store_B,43,0,150,220.92,3.0,22.5,7.5,0,0
2022-11-15,Electronics,Store_B,57,1,150,256.42,3.0,22.5,7.8,0,0
2022-11-16,Electronics,Store_B,48,0,150,212.52,3.0,22.5,7.1,0,0
2022-11-17,Electronics,Store_B,61,1,150,216.85,3.0,22.5,5.7,0,0
2022-11-18,Electronics,Store_B,42,0,150,262.9,3.0,22.5,9.0,0,0
