date,product,store,demand,is_promotion,unit_cost,selling_price,holding_cost_per_unit,stockout_cost_per_unit,temperature,is_weekend,is_holiday,product_enc,store_enc,day_of_week,day_of_month,month,quarter,week_of_year,year,demand_lag_1,demand_lag_7,demand_lag_14,demand_lag_30,roll_mean_7,roll_std_7,roll_mean_14,roll_std_14,roll_mean_30,roll_std_30,price_ratio,profit_margin
10-10-2022,Electronics,Store_A,50,0,150,249.87,3,22.5,11.7,0,0,1,0,0,10,10,4,41,2022,53,44,49,39,54,11.10555417,52.42857143,9.419409468,49.73333333,9.773057028,1.6658,0.399687838
11-10-2022,Electronics,Store_A,64,1,150,254.23,3,22.5,3.6,0,0,1,0,1,11,10,4,41,2022,50,67,53,39,54.85714286,10.41519037,52.5,9.395170609,50.1,9.560515063,1.694866667,0.409983086
12-10-2022,Electronics,Store_A,70,0,150,248.94,3,22.5,5,0,0,1,0,2,12,10,4,41,2022,64,62,55,46,54.42857143,9.880235201,53.28571429,9.887276761,50.93333333,9.648774563,1.6596,0.397445168
13-10-2022,Electronics,Store_A,48,0,150,246.02,3,22.5,7,0,0,1,0,3,13,10,4,41,2022,70,53,64,58,55.57142857,11.26731472,54.35714286,10.85291271,51.73333333,10.20457414,1.640133333,0.390293472
14-10-2022,Electronics,Store_A,61,1,150,249.54,3,22.5,5.1,0,0,1,0,4,14,10,4,41,2022,48,63,47,70,54.85714286,11.61075036,53.21428571,10.59882847,51.4,10.1560242,1.6636,0.398893965
15-10-2022,Electronics,Store_A,31,0,150,222.83,3,22.5,2.7,1,0,1,0,5,15,10,4,41,2022,61,36,38,46,54.57142857,11.39966583,54.21428571,10.6278196,51.1,9.710818709,1.485533333,0.32684109
16-10-2022,Electronics,Store_A,34,0,150,249.39,3,22.5,11.5,1,0,1,0,6,16,10,4,41,2022,31,53,50,39,53.85714286,12.82482711,53.71428571,11.57203906,50.6,10.34774671,1.6626,0.398532419
17-10-2022,Electronics,Store_A,42,0,150,239.43,3,22.5,3.9,0,0,1,0,0,17,10,4,42,2022,34,50,44,43,51.14285714,14.88207615,52.57142857,12.70199431,50.43333333,10.57871426,1.5962,0.373512091
18-10-2022,Electronics,Store_A,59,0,150,242.37,3,22.5,1.9,0,0,1,0,1,18,10,4,42,2022,42,64,67,39,50,15.28615932,52.42857143,12.81654151,50.4,10.60448831,1.6158,0.381111524
19-10-2022,Electronics,Store_A,60,0,150,263.18,3,22.5,3.7,0,0,1,0,2,19,10,4,42,2022,59,70,62,43,49.28571429,14.6254833,51.85714286,12.28418084,51.06666667,10.49115665,1.754533333,0.430047876
20-10-2022,Electronics,Store_A,54,0,150,231.92,3,22.5,4.9,0,0,1,0,3,20,10,4,42,2022,60,48,53,59,47.85714286,12.6151836,51.71428571,12.16823463,51.63333333,10.49953475,1.546133333,0.35322525
21-10-2022,Electronics,Store_A,44,0,150,233.61,3,22.5,9.1,0,0,1,0,4,21,10,4,42,2022,54,61,63,58,48.71428571,12.82853961,51.78571429,12.17929246,51.46666667,10.41793326,1.5574,0.357904199
22-10-2022,Electronics,Store_A,35,0,150,224.33,3,22.5,7,1,0,1,0,5,22,10,4,42,2022,44,31,36,54,46.28571429,11.67210757,50.42857143,11.88867778,51,10.42874013,1.495533333,0.331342219
23-10-2022,Electronics,Store_A,44,0,150,219.39,3,22.5,2.3,1,0,1,0,6,23,10,4,42,2022,35,34,53,46,46.85714286,10.86935404,50.35714286,11.98465136,50.36666667,10.81022292,1.4626,0.316286066
24-10-2022,Electronics,Store_A,43,0,150,200.51,3,22.5,5.4,0,0,1,0,0,24,10,4,43,2022,44,42,50,34,48.28571429,9.464218329,49.71428571,12.0730378,50.3,10.84419438,1.336733333,0.251907636
25-10-2022,Electronics,Store_A,49,0,150,257.17,3,22.5,7.1,0,0,1,0,1,25,10,4,43,2022,43,59,64,45,48.42857143,9.360504667,49.21428571,12.20452987,50.6,10.49663329,1.714466667,0.416728234
26-10-2022,Electronics,Store_A,62,0,150,248.01,3,22.5,2.2,0,0,1,0,2,26,10,4,43,2022,49,60,70,49,47,8.164965809,48.14285714,11.44120181,50.73333333,10.44834035,1.6534,0.395185678
27-10-2022,Electronics,Store_A,57,0,150,230.6,3,22.5,10.2,0,0,1,0,3,27,10,4,43,2022,62,54,48,53,47.28571429,8.712333895,47.57142857,10.41976145,51.16666667,10.64176331,1.537333333,0.349522984
28-10-2022,Electronics,Store_A,47,0,150,260.12,3,22.5,10.5,0,0,1,0,4,28,10,4,43,2022,57,44,61,55,47.71428571,9.159954252,48.21428571,10.7214994,51.3,10.69047272,1.734133333,0.423343072
29-10-2022,Electronics,Store_A,39,0,150,199.28,3,22.5,5.1,1,0,1,0,5,29,10,4,43,2022,47,35,31,64,48.14285714,9.026416259,47.21428571,10.07035689,51.03333333,10.6947726,1.328533333,0.247290245
30-10-2022,Electronics,Store_A,42,0,150,265.04,3,22.5,3.8,1,0,1,0,6,30,10,4,43,2022,39,44,34,47,48.71428571,8.138678961,47.78571429,9.275099597,50.2,10.62333151,1.766933333,0.434047691
31-10-2022,Electronics,Store_A,48,0,150,206.13,3,22.5,7,0,0,1,0,0,31,10,4,44,2022,42,43,42,38,48.42857143,8.363753999,48.35714286,8.580901359,50.03333333,10.71410071,1.3742,0.272303886
01-11-2022,Electronics,Store_A,59,0,150,260.09,3,22.5,8.5,0,0,1,0,1,1,11,4,44,2022,48,49,59,50,49.14285714,8.029706749,48.78571429,8.386606276,50.36666667,10.47981091,1.733933333,0.423276558
02-11-2022,Electronics,Store_A,52,0,150,245.01,3,22.5,16.1,0,0,1,0,2,2,11,4,44,2022,59,62,60,44,50.57142857,8.847921467,48.78571429,8.386606276,50.66666667,10.5971152,1.6334,0.387780091
03-11-2022,Electronics,Store_A,51,0,150,245.51,3,22.5,9.3,0,0,1,0,3,3,11,4,44,2022,52,57,54,67,49.14285714,7.38079877,48.21428571,7.816930063,50.93333333,10.52397373,1.636733333,0.389026924
04-11-2022,Electronics,Store_A,47,0,150,228.28,3,22.5,5.6,0,0,1,0,4,4,11,4,44,2022,51,47,44,62,48.28571429,6.62606685,48,7.686151383,50.4,10.07762972,1.521866667,0.342912213
05-11-2022,Electronics,Store_A,43,0,150,257.86,3,22.5,4.9,1,0,1,0,5,5,11,4,44,2022,47,39,35,53,48.28571429,6.62606685,48.21428571,7.607471746,49.9,9.851833367,1.719066667,0.418288994
06-11-2022,Electronics,Store_A,43,0,150,241.34,3,22.5,13.8,1,0,1,0,6,6,11,4,44,2022,43,42,44,63,48.85714286,5.814595756,48.78571429,6.795683827,49.56666667,9.912316732,1.608933333,0.378470208
07-11-2022,Electronics,Store_A,49,0,150,264.82,3,22.5,8.2,0,0,1,0,0,7,11,4,45,2022,43,48,43,36,49,5.627314339,48.71428571,6.854853098,48.9,9.646689623,1.765466667,0.433577524
08-11-2022,Electronics,Store_A,55,0,150,244.42,3,22.5,10.1,0,0,1,0,1,8,11,4,45,2022,49,59,49,53,49.14285714,5.610364558,49.14285714,6.654751256,49.33333333,9.334154315,1.629466667,0.386302267
09-11-2022,Electronics,Store_A,58,0,150,244.34,3,22.5,9.2,0,0,1,0,2,9,11,4,45,2022,55,52,62,50,48.57142857,4.540820148,49.57142857,6.835588835,49.4,9.36832521,1.628933333,0.386101334
10-11-2022,Electronics,Store_A,60,0,150,253.68,3,22.5,7.7,0,0,1,0,3,10,11,4,45,2022,58,51,57,64,49.42857143,5.711308748,49.28571429,6.341906671,49.66666667,9.49894126,1.6912,0.408703879
11-11-2022,Electronics,Store_A,50,0,150,225.31,3,22.5,9.7,0,0,1,0,4,11,11,4,45,2022,60,47,47,70,50.71428571,6.99319397,49.5,6.66506391,49.53333333,9.317145239,1.502066667,0.334250588
12-11-2022,Electronics,Store_A,46,0,150,252.17,3,22.5,10.5,1,0,1,0,5,12,11,4,45,2022,50,43,39,48,51.14285714,6.817344826,49.71428571,6.626619644,48.86666667,8.480132291,1.681133333,0.405163184
13-11-2022,Electronics,Store_A,49,0,150,204.02,3,22.5,8.2,1,0,1,0,6,13,11,4,45,2022,46,43,42,61,51.57142857,6.29436634,50.21428571,5.989459606,48.8,8.495028972,1.360133333,0.264777963
14-11-2022,Electronics,Store_A,47,0,150,247.16,3,22.5,4.2,0,0,1,0,0,14,11,4,46,2022,49,49,48,31,52.42857143,5.255382728,50.71428571,5.525167195,48.4,8.17734465,1.647733333,0.393105681
15-11-2022,Electronics,Store_A,54,0,150,222.99,3,22.5,8.4,0,0,1,0,1,15,11,4,46,2022,47,55,59,34,52.14285714,5.520524475,50.64285714,5.56924443,48.93333333,7.496819249,1.4866,0.327324095
16-11-2022,Electronics,Store_A,63,0,150,245.12,3,22.5,7.4,0,0,1,0,2,16,11,4,46,2022,54,58,52,42,52,5.446711546,50.28571429,5.13552591,49.6,6.995565098,1.634133333,0.38805483
17-11-2022,Electronics,Store_A,48,0,150,259.75,3,22.5,7.6,0,0,1,0,3,17,11,4,46,2022,63,60,51,59,52.71428571,6.575568054,51.07142857,6.157725426,50.3,7.254724976,1.731666667,0.422521655
18-11-2022,Electronics,Store_A,47,0,150,220.59,3,22.5,9.8,0,0,1,0,4,18,11,4,46,2022,48,50,47,60,51,5.887840578,50.85714286,6.212359181,49.93333333,7.07561784,1.4706,0.32000544
19-11-2022,Electronics,Store_A,49,0,150,235.02,3,22.5,4.6,1,0,1,0,5,19,11,4,46,2022,47,46,43,54,50.57142857,6.078847008,50.85714286,6.212359181,49.5,6.831721144,1.5668,0.361756446
20-11-2022,Electronics,Store_A,48,0,150,248.86,3,22.5,12,1,0,1,0,6,20,11,4,46,2022,49,49,43,44,51,5.802298395,51.28571429,5.823408616,49.33333333,6.778939666,1.659066667,0.397251467
21-11-2022,Electronics,Store_A,53,0,150,264.53,3,22.5,11.6,0,0,1,0,0,21,11,4,47,2022,48,47,49,35,50.85714286,5.871642911,51.64285714,5.415180129,49.46666667,6.709403249,1.763533333,0.432956564
22-11-2022,Electronics,Store_A,73,1,150,202.61,3,22.5,12.3,0,0,1,0,1,22,11,4,47,2022,53,54,55,44,51.71428571,5.648430039,51.92857143,5.37035002,50.06666667,6.152842535,1.350733333,0.259661418
23-11-2022,Electronics,Store_A,60,0,150,218.05,3,22.5,7.9,0,0,1,0,2,23,11,4,47,2022,73,63,58,43,54.42857143,9.897089519,53.21428571,7.777468161,51.03333333,7.331948668,1.453666667,0.312084384
24-11-2022,Electronics,Store_A,51,0,150,240.78,3,22.5,12.3,0,0,1,0,3,24,11,4,47,2022,60,48,60,49,54,9.521904571,53.35714286,7.889692817,51.6,7.346591985,1.6052,0.37702467
25-11-2022,Electronics,Store_A,63,0,150,204.14,3,22.5,6.5,0,1,1,0,4,25,11,4,47,2022,51,47,50,62,54.42857143,9.271050693,52.71428571,7.670408388,51.66666667,7.331243171,1.360933333,0.26521015
26-11-2022,Electronics,Store_A,56,0,150,234.39,3,22.5,13.2,1,1,1,0,5,26,11,4,47,2022,63,49,46,57,56.71428571,9.105205209,53.64285714,8.091849107,51.7,7.381944422,1.5626,0.360040957
27-11-2022,Electronics,Store_A,63,0,150,214.24,3,22.5,8.9,1,1,1,0,6,27,11,4,47,2022,56,48,49,47,57.71428571,8.479667559,54.35714286,7.801450978,51.66666667,7.359410271,1.428266667,0.299850635
28-11-2022,Electronics,Store_A,76,0,150,236.27,3,22.5,11.7,0,1,1,0,0,28,11,4,48,2022,63,53,47,39,59.85714286,7.448234051,55.35714286,7.957648888,52.2,7.585830712,1.575133333,0.36513311
29-11-2022,Electronics,Store_A,93,1,150,240.12,3,22.5,12.6,0,1,1,0,1,29,11,4,48,2022,76,73,54,42,63.14285714,8.858678822,57.42857143,9.279541482,53.43333333,8.336390244,1.6008,0.375312344
30-11-2022,Electronics,Store_A,79,0,150,210.9,3,22.5,13.6,0,1,1,0,2,30,11,4,48,2022,93,60,63,48,66,14.18919777,60.21428571,13.19777704,55.13333333,10.76947581,1.406,0.288762447
01-12-2022,Electronics,Store_A,65,0,150,262.5,3,22.5,11.7,0,0,1,0,3,1,12,4,48,2022,79,51,48,59,68.71428571,14.65963035,61.35714286,14.11822141,56.16666667,11.52234212,1.75,0.428571429
02-12-2022,Electronics,Store_A,55,0,150,215.61,3,22.5,10.7,0,0,1,0,4,2,12,4,48,2022,65,63,47,52,70.71428571,12.65851868,62.57142857,13.60268235,56.36666667,11.62483469,1.4374,0.30429943
03-12-2022,Electronics,Store_A,54,0,150,202.17,3,22.5,10.6,1,0,1,0,5,3,12,4,48,2022,55,56,49,51,69.57142857,13.78232132,63.14285714,13.0552503,56.46666667,11.59885052,1.3478,0.258050156
04-12-2022,Electronics,Store_A,58,0,150,207.6,3,22.5,9.6,1,0,1,0,6,4,12,4,48,2022,54,63,48,47,69.28571429,14.12697521,63.5,12.70221059,56.56666667,11.56297102,1.384,0.277456647
05-12-2022,Electronics,Store_A,55,0,150,202.18,3,22.5,14.9,0,0,1,0,0,5,12,4,49,2022,58,76,53,43,68.57142857,14.61571235,64.21428571,12.02675589,56.93333333,11.42270375,1.347866667,0.258086853
06-12-2022,Electronics,Store_A,82,1,150,236,3,22.5,18.6,0,0,1,0,1,6,12,4,49,2022,55,93,73,43,65.57142857,14.98729621,64.35714286,11.89445341,57.33333333,11.12416857,1.573333333,0.36440678
07-12-2022,Electronics,Store_A,73,0,150,232.26,3,22.5,8.9,0,0,1,0,2,7,12,4,49,2022,82,79,60,49,64,11.88836967,65,12.61866749,58.63333333,11.65741834,1.5484,0.354172049
08-12-2022,Electronics,Store_A,64,0,150,225.32,3,22.5,11.9,0,0,1,0,3,8,12,4,49,2022,73,65,51,55,63.14285714,10.79241356,65.92857143,12.70048022,59.43333333,11.79621018,1.502133333,0.334280135
09-12-2022,Electronics,Store_A,57,0,150,269.34,3,22.5,17.8,0,0,1,0,4,9,12,4,49,2022,64,55,63,58,63,10.77032961,66.85714286,11.97983654,59.73333333,11.79401758,1.7956,0.443083092
10-12-2022,Electronics,Store_A,50,0,150,238.38,3,22.5,13.1,1,0,1,0,5,10,12,4,49,2022,57,54,56,60,63.28571429,10.5469472,66.42857143,12.23308431,59.7,11.80049678,1.5892,0.37075258
11-12-2022,Electronics,Store_A,46,0,150,221.62,3,22.5,12.8,1,0,1,0,6,11,12,4,49,2022,50,58,63,50,62.71428571,11.22072912,66,12.72187698,59.36666667,11.93223202,1.477466667,0.323165779
12-12-2022,Electronics,Store_A,68,1,150,255.03,3,22.5,15.3,0,0,1,0,0,12,12,4,50,2022,46,55,76,46,61,12.85820101,64.78571429,13.7962011,59.23333333,12.0621475,1.7002,0.411833902
13-12-2022,Electronics,Store_A,71,0,150,243.82,3,22.5,15.8,0,0,1,0,1,13,12,4,50,2022,68,82,93,49,62.85714286,12.78578079,64.21428571,13.45750332,59.96666667,11.89750288,1.625466667,0.38479206
14-12-2022,Electronics,Store_A,64,0,150,245.21,3,22.5,12,0,0,1,0,2,14,12,4,50,2022,71,73,79,47,61.28571429,10.51529498,62.64285714,10.87415527,60.7,11.87622952,1.634733333,0.388279434
15-12-2022,Electronics,Store_A,92,0,150,249.8,3,22.5,21.8,0,1,1,0,3,15,12,4,50,2022,64,64,65,54,60,9.327379053,61.57142857,9.827076298,61.26666667,11.6024175,1.665333333,0.399519616
16-12-2022,Electronics,Store_A,81,0,150,266.82,3,22.5,14.1,0,1,1,0,4,16,12,4,50,2022,92,57,55,63,64,15.37313674,63.5,12.76262572,62.53333333,12.79475467,1.7788,0.437823252
17-12-2022,Electronics,Store_A,71,0,150,235.19,3,22.5,18.3,1,1,1,0,5,17,12,4,50,2022,81,50,54,48,67.42857143,16.20552522,65.35714286,13.31053454,63.13333333,13.23197104,1.567933333,0.362217781
18-12-2022,Electronics,Store_A,96,1,150,221.07,3,22.5,15.8,1,1,1,0,6,18,12,4,50,2022,71,46,58,47,70.42857143,14.26951462,66.57142857,12.96571981,63.9,12.98898738,1.4738,0.321481884
19-12-2022,Electronics,Store_A,83,0,150,206.43,3,22.5,12.7,0,1,1,0,0,19,12,4,51,2022,96,68,55,49,77.57142857,12.39431513,69.28571429,14.87087278,65.53333333,13.84329374,1.3762,0.27336143
20-12-2022,Electronics,Store_A,94,0,150,258.15,3,22.5,19.5,0,1,1,0,1,20,12,4,51,2022,83,71,82,48,79.71428571,11.74328582,71.28571429,14.68347355,66.66666667,13.83482197,1.721,0.418942475
21-12-2022,Electronics,Store_A,93,0,150,251.65,3,22.5,18.1,0,1,1,0,2,21,12,4,51,2022,94,64,73,53,83,12.11060142,72.14285714,15.67387411,68.2,14.23788051,1.677666667,0.403934035
22-12-2022,Electronics,Store_A,93,0,150,248.16,3,22.5,19.4,0,1,1,0,3,22,12,4,51,2022,93,92,64,73,87.14285714,9.118270513,73.57142857,16.63968512,69.53333333,14.63282407,1.6544,0.395551257
23-12-2022,Electronics,Store_A,90,1,150,222.01,3,22.5,15.3,0,1,1,0,4,23,12,4,51,2022,93,81,57,60,87.28571429,9.214377999,75.64285714,17.15363672,70.2,15.23924154,1.480066667,0.324354759
24-12-2022,Electronics,Store_A,90,1,150,217.91,3,22.5,20.3,1,1,1,0,5,24,12,4,51,2022,90,71,50,51,88.57142857,8.810167287,78,16.65486762,71.2,15.52839446,1.452733333,0.311642421
25-12-2022,Electronics,Store_A,88,0,150,233.68,3,22.5,15.1,1,1,1,0,6,25,12,4,51,2022,90,96,46,63,91.28571429,4.231401884,80.85714286,14.8108959,72.5,15.41103501,1.557866667,0.358096542
26-12-2022,Electronics,Store_A,88,0,150,258.86,3,22.5,18.7,0,1,1,0,0,26,12,4,52,2022,88,83,68,56,90.14285714,3.804758925,83.85714286,10.96046843,73.33333333,15.55487136,1.725733333,0.420536197
27-12-2022,Electronics,Store_A,94,0,150,260.85,3,22.5,22.5,0,1,1,0,1,27,12,4,52,2022,88,94,71,63,90.85714286,2.478478796,85.28571429,9.995603429,74.4,15.42188324,1.739,0.424956872
28-12-2022,Electronics,Store_A,100,0,150,217.85,3,22.5,21,0,1,1,0,2,28,12,4,52,2022,94,93,64,76,90.85714286,2.478478796,86.92857143,9.335328149,75.43333333,15.6682929,1.452333333,0.311452835
29-12-2022,Electronics,Store_A,100,1,150,247.12,3,22.5,18.4,0,1,1,0,3,29,12,4,52,2022,100,93,92,93,91.85714286,4.25944329,89.5,7.261595502,76.23333333,16.29826167,1.647466667,0.393007446
30-12-2022,Electronics,Store_A,84,0,150,256.69,3,22.5,20.3,0,1,1,0,4,30,12,4,52,2022,100,90,81,79,92.85714286,5.2734736,90.07142857,7.770400304,76.46666667,16.59400252,1.711266667,0.415637539
31-12-2022,Electronics,Store_A,89,0,150,252.36,3,22.5,19.1,1,1,1,0,5,31,12,4,52,2022,84,90,71,65,92,6.218252702,90.28571429,7.538910056,76.63333333,16.64535419,1.6824,0.405611032
01-01-2023,Electronics,Store_A,46,0,150,205.98,3,22.5,20.5,1,0,1,0,6,1,1,1,52,2023,89,88,96,55,91.85714286,6.283008075,91.57142857,5.154748158,77.43333333,16.64369682,1.3732,0.271773959
02-01-2023,Electronics,Store_A,66,0,150,227.44,3,22.5,20.7,0,0,1,0,0,2,1,1,1,2023,46,88,83,54,85.85714286,18.58698982,88,13.07963773,77.13333333,17.13583326,1.516266667,0.340485403
03-01-2023,Electronics,Store_A,61,0,150,202.92,3,22.5,21.7,0,0,1,0,1,3,1,1,1,2023,66,94,94,58,82.71428571,19.97260028,86.78571429,14.31071987,77.53333333,16.71203022,1.3528,0.260792431
04-01-2023,Electronics,Store_A,77,0,150,243.77,3,22.5,17.2,0,0,1,0,2,4,1,1,1,2023,61,100,93,55,78,20.74447718,84.42857143,15.68298581,77.63333333,16.5997161,1.625133333,0.384665874
05-01-2023,Electronics,Store_A,67,0,150,269.61,3,22.5,21.1,0,0,1,0,3,5,1,1,1,2023,77,100,93,82,74.71428571,18.36404354,83.28571429,15.59303874,78.36666667,16.04193499,1.7974,0.443640815
06-01-2023,Electronics,Store_A,71,1,150,204.1,3,22.5,20.3,0,0,1,0,4,6,1,1,1,2023,67,84,90,73,70,14.65150732,81.42857143,15.89249598,77.86666667,16.15812667,1.360666667,0.265066144
07-01-2023,Electronics,Store_A,57,0,150,199.67,3,22.5,19.9,1,0,1,0,5,7,1,1,1,2023,71,89,90,64,68.14285714,13.34701679,80.07142857,15.91547039,77.8,16.18300513,1.331133333,0.248760455
08-01-2023,Electronics,Store_A,52,0,150,241.79,3,22.5,24.8,1,0,1,0,6,8,1,1,1,2023,57,46,88,57,63.57142857,10.09714717,77.71428571,16.75354645,77.56666667,16.43730688,1.611933333,0.379626949
09-01-2023,Electronics,Store_A,62,0,150,261.5,3,22.5,21.7,0,0,1,0,0,9,1,1,2,2023,52,66,88,50,64.42857143,8.482474931,75.14285714,17.78442336,77.4,16.67664069,1.743333333,0.426386233
10-01-2023,Electronics,Store_A,72,0,150,226.06,3,22.5,19.1,0,0,1,0,1,10,1,1,2,2023,62,61,94,46,63.85714286,8.493695141,73.28571429,17.69584293,77.8,16.13178486,1.507066667,0.336459347
11-01-2023,Electronics,Store_A,80,0,150,195.83,3,22.5,25.1,0,0,1,0,2,11,1,1,2,2023,72,77,100,68,65.42857143,8.885515233,71.71428571,16.66146439,78.66666667,15.02488357,1.305533333,0.234029515
12-01-2023,Electronics,Store_A,70,0,150,214.49,3,22.5,23,0,0,1,0,3,12,1,1,2,2023,80,67,100,71,65.85714286,9.581728644,70.28571429,14.8034745,79.06666667,14.89024984,1.429933333,0.300666698
13-01-2023,Electronics,Store_A,63,0,150,211.14,3,22.5,20,0,0,1,0,4,13,1,1,2,2023,70,71,84,64,66.28571429,9.707630774,68.14285714,12.09486314,79.03333333,14.91003673,1.4076,0.289570901
14-01-2023,Electronics,Store_A,66,1,150,236.1,3,22.5,23.5,1,0,1,0,5,14,1,1,2,2023,63,57,89,92,65.14285714,9.529403119,66.64285714,11.24966422,79,14.94587938,1.574,0.364675985
15-01-2023,Electronics,Store_A,55,0,150,219.35,3,22.5,23.7,1,0,1,0,6,15,1,1,2,2023,66,52,46,81,66.42857143,8.829064557,65,9.232051193,78.13333333,14.91986256,1.462333333,0.316161386
16-01-2023,Electronics,Store_A,59,0,150,224.59,3,22.5,22.7,0,0,1,0,0,16,1,1,3,2023,55,62,66,71,66.85714286,8.05043625,65.64285714,8.044177472,77.26666667,15.49178499,1.497266667,0.332116301
17-01-2023,Electronics,Store_A,77,0,150,266.65,3,22.5,24.9,0,0,1,0,1,17,1,1,3,2023,59,72,61,96,66.42857143,8.423323629,65.14285714,8.235543444,76.86666667,15.81080672,1.777666667,0.437464842
18-01-2023,Electronics,Store_A,83,0,150,227.82,3,22.5,21.2,0,0,1,0,2,18,1,1,3,2023,77,80,77,83,67.14285714,9.154754164,66.28571429,8.712754324,76.23333333,15.39297496,1.5188,0.341585462
19-01-2023,Electronics,Store_A,73,0,150,242.79,3,22.5,27.6,0,0,1,0,3,19,1,1,3,2023,83,70,67,94,67.57142857,9.897089519,66.71428571,9.400724779,76.23333333,15.39297496,1.6186,0.382182133
20-01-2023,Electronics,Store_A,66,0,150,241.05,3,22.5,27.5,0,0,1,0,4,20,1,1,3,2023,73,63,71,93,68,10.08298897,67.14285714,9.550329377,75.53333333,15.03039067,1.607,0.377722464
21-01-2023,Electronics,Store_A,67,1,150,250.31,3,22.5,25.5,1,0,1,0,5,21,1,1,3,2023,66,66,57,93,68.42857143,9.897089519,66.78571429,9.488280799,74.63333333,14.75427076,1.668733333,0.400743079
22-01-2023,Electronics,Store_A,61,0,150,201.36,3,22.5,25.8,1,0,1,0,6,22,1,1,3,2023,67,55,52,90,68.57142857,9.863352082,67.5,9.061753948,73.76666667,14.39751735,1.3424,0.255065554
23-01-2023,Electronics,Store_A,66,0,150,217.24,3,22.5,29.7,0,0,1,0,0,23,1,1,4,2023,61,59,62,90,69.42857143,8.676734079,68.14285714,8.151046586,72.8,14.24272349,1.448266667,0.309519426
24-01-2023,Electronics,Store_A,80,0,150,208.89,3,22.5,29.5,0,0,1,0,1,24,1,1,4,2023,66,77,72,88,70.42857143,7.61264612,68.42857143,7.987627796,72,13.91352604,1.3926,0.281918713
25-01-2023,Electronics,Store_A,81,0,150,252.33,3,22.5,24.1,0,0,1,0,2,25,1,1,4,2023,80,83,80,88,70.85714286,8.112306935,69,8.530488308,71.73333333,13.67084321,1.6822,0.405540364
26-01-2023,Electronics,Store_A,77,0,150,223.65,3,22.5,30.4,0,0,1,0,3,26,1,1,4,2023,81,73,70,94,70.57142857,7.634508123,69.07142857,8.633247769,71.5,13.44144389,1.491,0.329309188
27-01-2023,Electronics,Store_A,67,0,150,253.1,3,22.5,23.9,0,0,1,0,4,27,1,1,4,2023,77,66,63,100,71.14285714,7.988086367,69.57142857,8.890048764,70.93333333,12.80337599,1.687333333,0.407348874
28-01-2023,Electronics,Store_A,59,0,150,267.64,3,22.5,27.1,1,0,1,0,5,28,1,1,4,2023,67,67,66,100,71.28571429,7.889112449,69.85714286,8.725357765,69.83333333,11.57906355,1.784266667,0.439545658
29-01-2023,Electronics,Store_A,69,0,150,251.11,3,22.5,32.6,1,0,1,0,6,29,1,1,4,2023,59,61,55,84,70.14285714,9.099973836,69.35714286,9.153453681,68.46666667,10.23763622,1.674066667,0.402652224
30-01-2023,Electronics,Store_A,68,0,150,220.37,3,22.5,28.5,0,0,1,0,0,30,1,1,5,2023,69,66,59,89,71.28571429,8.220184218,70.35714286,8.176957708,67.96666667,9.810210491,1.469133333,0.319326587
31-01-2023,Electronics,Store_A,77,0,150,227.41,3,22.5,23.8,0,0,1,0,1,31,1,1,5,2023,68,80,77,46,71.57142857,8.038597366,71,7.54473836,67.26666667,8.970962096,1.516066667,0.340398399
01-02-2023,Electronics,Store_A,84,0,150,213.05,3,22.5,28.3,0,0,1,0,2,1,2,1,5,2023,77,81,83,66,71.14285714,7.581305328,71,7.54473836,68.3,8.188090595,1.420333333,0.29593992
02-02-2023,Electronics,Store_A,77,0,150,243.44,3,22.5,27.6,0,0,1,0,3,2,2,1,5,2023,84,77,73,61,71.57142857,8.283661486,71.07142857,7.670766542,68.9,8.659656758,1.622933333,0.383831745
03-02-2023,Electronics,Store_A,69,0,150,258.49,3,22.5,29.1,0,0,1,0,4,3,2,1,5,2023,77,67,66,77,71.57142857,8.283661486,71.35714286,7.821146314,69.43333333,8.649031572,1.723266667,0.419706758
04-02-2023,Electronics,Store_A,66,0,150,229.54,3,22.5,26.1,1,0,1,0,5,4,2,1,5,2023,69,59,67,67,71.85714286,8.132825901,71.57142857,7.703288865,69.16666667,8.530203269,1.530266667,0.346519125
05-02-2023,Electronics,Store_A,68,0,150,244.21,3,22.5,30.9,1,0,1,0,6,5,2,1,5,2023,66,69,61,71,72.85714286,6.568322247,71.5,7.75341116,69.13333333,8.540908994,1.628066667,0.385774538
06-02-2023,Electronics,Store_A,74,0,150,265.3,3,22.5,29,0,0,1,0,0,6,2,1,6,2023,68,68,66,57,72.71428571,6.676183683,72,7.232405707,69.03333333,8.535860797,1.768666667,0.434602337
07-02-2023,Electronics,Store_A,93,1,150,249.45,3,22.5,28.9,0,0,1,0,1,7,2,1,6,2023,74,77,80,52,73.57142857,6.347102826,72.57142857,7.035233151,69.6,8.269595328,1.663,0.39867709
08-02-2023,Electronics,Store_A,83,0,150,258.05,3,22.5,24.9,0,0,1,0,2,8,2,1,6,2023,93,84,81,62,75.85714286,9.754120009,73.5,8.742029337,70.96666667,8.640255956,1.720333333,0.418717303
09-02-2023,Electronics,Store_A,87,0,150,233.13,3,22.5,32.8,0,0,1,0,3,9,2,1,6,2023,83,77,77,72,75.71428571,9.621404709,73.64285714,8.889121639,71.66666667,8.738868124,1.5542,0.356582164
